amount,payment_method,failure_reason,retry_count,customer_success_rate,is_anomaly,recovered
30204.44,NET_BANKING,UNKNOWN,2,0.89,0,1
26111.09,UPI,UNKNOWN,2,0.72,0,0
24836.52,CARD,UNKNOWN,2,0.49,0,0
27329.1,WALLET,NETWORK_ERROR,0,0.66,1,1
59535.44,WALLET,BANK_ERROR,4,0.79,0,0
53551.27,NET_BANKING,INSUFFICIENT_FUNDS,1,0.41,0,0
44831.53,UPI,INVALID_DETAILS,1,0.38,0,0
30485.18,NET_BANKING,BANK_ERROR,2,0.73,0,1
58767.71,CARD,INSUFFICIENT_FUNDS,1,0.31,0,0
30786.47,UPI,BANK_ERROR,4,0.45,0,1
73861.02,NET_BANKING,INSUFFICIENT_FUNDS,1,0.83,0,1
85917.93,NET_BANKING,LIMIT_EXCEEDED,4,0.57,0,0
84038.5,UPI,LIMIT_EXCEEDED,3,0.96,0,0
94465.99,NET_BANKING,INVALID_DETAILS,2,0.68,0,0
39094.69,UPI,INSUFFICIENT_FUNDS,1,0.94,1,0
30014.03,CARD,BANK_ERROR,3,0.41,0,0
31347.72,NET_BANKING,BANK_ERROR,2,0.58,0,1
45350.84,WALLET,LIMIT_EXCEEDED,3,0.83,1,1
79251.24,NET_BANKING,INVALID_DETAILS,1,0.69,0,0
5487.24,UPI,INVALID_DETAILS,3,0.6,0,0
99357.93,NET_BANKING,BANK_ERROR,2,0.34,0,0
36977.96,UPI,BANK_ERROR,1,0.85,1,1
34164.88,WALLET,UNKNOWN,2,0.8,0,1
99404.62,CARD,INSUFFICIENT_FUNDS,1,0.31,0,0
21944.86,UPI,BANK_ERROR,0,0.45,0,1
73539.29,UPI,INVALID_DETAILS,3,0.83,0,1
85662.33,CARD,UNKNOWN,3,0.71,0,0
89915.18,UPI,BANK_ERROR,2,0.74,0,0
17717.64,CARD,INVALID_DETAILS,4,0.68,0,0
3389.82,NET_BANKING,INVALID_DETAILS,1,0.33,1,0
97234.44,UPI,INSUFFICIENT_FUNDS,3,0.79,0,1
5685.86,NET_BANKING,INSUFFICIENT_FUNDS,3,0.85,0,1
88368.23,WALLET,INVALID_DETAILS,0,0.87,0,0
32450.94,NET_BANKING,TIMEOUT,0,0.72,1,1
26739.11,WALLET,NETWORK_ERROR,4,0.45,0,0
63077.77,NET_BANKING,LIMIT_EXCEEDED,0,0.42,0,0
58700.86,NET_BANKING,TIMEOUT,3,0.82,0,0
72608.36,CARD,BANK_ERROR,3,0.47,0,0
8092.76,CARD,INSUFFICIENT_FUNDS,1,0.36,0,0
51594.52,CARD,INVALID_DETAILS,2,0.97,1,0
61611.98,UPI,TIMEOUT,0,0.89,0,1
63113.31,CARD,LIMIT_EXCEEDED,1,0.54,1,0
69597.27,CARD,LIMIT_EXCEEDED,2,0.8,0,1
14639.45,WALLET,TIMEOUT,2,0.47,1,1
36391.3,NET_BANKING,BANK_ERROR,1,0.38,0,1
81185.43,WALLET,UNKNOWN,1,0.92,0,0
20634.49,NET_BANKING,NETWORK_ERROR,2,0.6,0,0
50160.03,NET_BANKING,INSUFFICIENT_FUNDS,2,0.62,0,0
68470.1,NET_BANKING,INSUFFICIENT_FUNDS,4,0.82,0,0
49935.1,CARD,TIMEOUT,3,0.73,0,0
74237.55,WALLET,BANK_ERROR,2,0.43,0,0
16421.79,NET_BANKING,LIMIT_EXCEEDED,1,0.31,0,0
8829.64,CARD,INSUFFICIENT_FUNDS,2,0.69,0,1
7597.92,WALLET,BANK_ERROR,0,0.4,0,0
58365.78,CARD,TIMEOUT,1,0.62,0,1
62431.09,NET_BANKING,INVALID_DETAILS,1,0.33,0,0
62538.49,UPI,INVALID_DETAILS,4,0.53,0,0
65642.78,UPI,INSUFFICIENT_FUNDS,2,0.69,0,1
81982.74,UPI,BANK_ERROR,1,0.36,0,1
29959.22,UPI,INVALID_DETAILS,2,0.67,0,0
99147.68,NET_BANKING,INSUFFICIENT_FUNDS,0,0.82,0,1
53954.76,WALLET,NETWORK_ERROR,2,0.81,0,1
57216.72,WALLET,TIMEOUT,4,0.63,0,0
95996.39,WALLET,NETWORK_ERROR,3,0.81,0,0
22162.3,CARD,INSUFFICIENT_FUNDS,4,0.4,0,0
19734.14,UPI,NETWORK_ERROR,0,0.33,0,1
79685.85,UPI,NETWORK_ERROR,3,0.94,1,0
11635.71,WALLET,UNKNOWN,4,0.6,0,0
61490.14,UPI,INVALID_DETAILS,1,0.65,0,0
6172.8,WALLET,TIMEOUT,3,0.31,0,1
35109.63,CARD,INVALID_DETAILS,1,0.67,0,1
10087.94,NET_BANKING,INVALID_DETAILS,0,0.52,0,0
89964.87,UPI,NETWORK_ERROR,4,0.77,0,0
66168.48,UPI,INSUFFICIENT_FUNDS,3,0.57,0,0
43896.7,CARD,UNKNOWN,1,0.42,1,1
87272.03,WALLET,INVALID_DETAILS,1,0.45,0,0
50812.99,UPI,INVALID_DETAILS,4,0.92,0,0
25159.3,NET_BANKING,UNKNOWN,0,0.3,0,0
79214.64,CARD,BANK_ERROR,4,0.4,1,0
22768.67,CARD,TIMEOUT,4,0.8,0,1
93820.61,UPI,TIMEOUT,3,0.64,0,0
63100.39,NET_BANKING,UNKNOWN,4,0.41,1,0
81415.26,CARD,UNKNOWN,0,0.72,0,0
12119.5,UPI,NETWORK_ERROR,4,0.58,1,0
30241.4,WALLET,BANK_ERROR,0,0.97,0,1
69745.15,WALLET,LIMIT_EXCEEDED,3,0.82,1,0
9872.98,NET_BANKING,TIMEOUT,1,0.51,1,0
16669.51,NET_BANKING,BANK_ERROR,4,0.49,0,1
44711.6,NET_BANKING,BANK_ERROR,4,0.89,0,0
14700.58,WALLET,TIMEOUT,4,0.97,0,0
62064.22,WALLET,INSUFFICIENT_FUNDS,4,0.3,1,0
50054.04,NET_BANKING,INVALID_DETAILS,4,0.88,0,0
51151.36,NET_BANKING,INSUFFICIENT_FUNDS,3,0.61,0,0
63176.42,CARD,TIMEOUT,4,0.66,1,0
77752.37,UPI,NETWORK_ERROR,2,0.51,1,0
80717.25,UPI,NETWORK_ERROR,1,0.38,0,1
46138.75,WALLET,TIMEOUT,2,0.68,0,0
27420.68,NET_BANKING,NETWORK_ERROR,4,0.37,0,0
57526.87,CARD,UNKNOWN,0,0.52,0,0
24077.64,WALLET,NETWORK_ERROR,0,0.68,0,1
15363.04,WALLET,UNKNOWN,2,0.92,0,1
34818.89,WALLET,UNKNOWN,3,0.37,1,0
91160.47,NET_BANKING,TIMEOUT,2,0.37,0,1
44108.35,NET_BANKING,TIMEOUT,3,0.69,1,0
91270.49,UPI,LIMIT_EXCEEDED,3,0.41,0,0
20802.47,NET_BANKING,INVALID_DETAILS,0,0.33,0,1
96908.43,CARD,LIMIT_EXCEEDED,4,0.94,0,0
95491.87,WALLET,UNKNOWN,2,0.41,0,0
13041.58,NET_BANKING,NETWORK_ERROR,4,0.71,0,0
76927.78,CARD,UNKNOWN,1,0.38,0,0
63702.63,NET_BANKING,TIMEOUT,0,0.48,0,1
54347.79,NET_BANKING,NETWORK_ERROR,4,0.45,0,1
82496.9,CARD,LIMIT_EXCEEDED,1,0.51,0,0
29103.25,NET_BANKING,BANK_ERROR,0,0.41,1,0
39741.45,CARD,INSUFFICIENT_FUNDS,0,0.93,0,0
14747.05,WALLET,TIMEOUT,1,0.59,0,0
25014.89,NET_BANKING,LIMIT_EXCEEDED,2,0.78,0,1
58653.37,NET_BANKING,BANK_ERROR,2,0.4,0,1
50484.53,WALLET,NETWORK_ERROR,4,0.36,0,0
53144.75,UPI,NETWORK_ERROR,2,0.71,0,1
47425.78,NET_BANKING,INVALID_DETAILS,1,0.54,0,0
73314.11,NET_BANKING,INSUFFICIENT_FUNDS,3,0.38,1,0
57322.07,CARD,NETWORK_ERROR,2,0.88,1,0
49088.87,UPI,BANK_ERROR,1,0.38,0,0
7330.44,CARD,BANK_ERROR,4,0.92,0,1
47706.21,CARD,UNKNOWN,4,0.35,0,0
1459.45,WALLET,BANK_ERROR,2,0.77,0,1
30920.09,NET_BANKING,UNKNOWN,1,0.93,0,0
51429.86,UPI,LIMIT_EXCEEDED,4,0.89,0,0
29607.47,WALLET,TIMEOUT,0,0.8,0,0
59452.74,WALLET,LIMIT_EXCEEDED,0,0.97,0,1
58972.25,NET_BANKING,TIMEOUT,3,0.48,0,0
58790.81,UPI,INVALID_DETAILS,0,0.38,1,0
23173.57,UPI,LIMIT_EXCEEDED,1,0.87,0,0
54260.11,WALLET,INVALID_DETAILS,4,0.5,0,0
28055.07,NET_BANKING,LIMIT_EXCEEDED,4,0.79,1,0
91128.45,NET_BANKING,UNKNOWN,3,0.52,1,0
94572.06,UPI,UNKNOWN,4,0.33,0,0
46544.7,UPI,UNKNOWN,1,0.5,1,0
86057.97,UPI,TIMEOUT,0,0.93,1,0
26637.87,NET_BANKING,UNKNOWN,0,0.84,0,0
16407.66,WALLET,LIMIT_EXCEEDED,0,0.36,0,1
50526.36,WALLET,UNKNOWN,4,0.38,0,0
98591.08,UPI,NETWORK_ERROR,2,0.69,0,0
91733.53,CARD,UNKNOWN,0,0.6,1,0
56247.26,WALLET,TIMEOUT,4,0.44,0,0
31651.56,UPI,UNKNOWN,3,0.95,0,0
19918.31,WALLET,INSUFFICIENT_FUNDS,0,0.38,0,1
25237.67,CARD,UNKNOWN,4,0.97,0,0
35281.39,CARD,INVALID_DETAILS,3,0.33,0,0
53733.64,UPI,UNKNOWN,4,0.79,0,1
13995.09,CARD,INVALID_DETAILS,3,0.44,0,0
79609.94,WALLET,BANK_ERROR,3,0.82,0,1
69175.61,WALLET,LIMIT_EXCEEDED,1,0.44,0,1
1207.88,NET_BANKING,LIMIT_EXCEEDED,2,0.96,0,0
29543.93,CARD,INSUFFICIENT_FUNDS,2,0.89,0,0
19000.77,NET_BANKING,UNKNOWN,0,0.37,0,0
61537.71,CARD,UNKNOWN,4,0.92,0,0
85598.4,WALLET,UNKNOWN,3,0.58,0,0
52363.38,WALLET,UNKNOWN,2,0.47,0,0
62533.46,WALLET,NETWORK_ERROR,1,0.53,0,1
97543.63,UPI,INSUFFICIENT_FUNDS,1,0.76,1,0
21792.32,NET_BANKING,BANK_ERROR,3,0.59,0,0
87300.07,NET_BANKING,INVALID_DETAILS,2,0.76,0,0
23376.71,NET_BANKING,UNKNOWN,1,0.93,1,0
42129.71,WALLET,NETWORK_ERROR,4,0.73,0,1
53889.81,NET_BANKING,LIMIT_EXCEEDED,4,0.61,0,0
35385.2,CARD,UNKNOWN,2,0.67,0,0
45624.52,CARD,INSUFFICIENT_FUNDS,3,0.85,1,0
75877.12,NET_BANKING,UNKNOWN,0,0.44,0,0
90164.01,WALLET,BANK_ERROR,4,0.62,0,1
23786.62,WALLET,NETWORK_ERROR,3,0.61,0,0
60701.76,UPI,NETWORK_ERROR,1,0.65,0,1
13207.77,CARD,NETWORK_ERROR,2,0.84,0,1
84814.55,CARD,INSUFFICIENT_FUNDS,4,0.32,0,0
27218.83,NET_BANKING,INSUFFICIENT_FUNDS,0,0.34,0,0
27575.08,CARD,BANK_ERROR,2,0.55,0,0
6419.97,WALLET,INVALID_DETAILS,4,0.51,0,0
95235.74,UPI,LIMIT_EXCEEDED,4,0.62,0,0
57646.46,CARD,BANK_ERROR,1,0.55,0,0
18959.46,UPI,NETWORK_ERROR,1,0.42,0,0
5635.96,CARD,NETWORK_ERROR,3,0.66,0,1
47751.67,CARD,LIMIT_EXCEEDED,3,0.61,0,0
78014.09,UPI,LIMIT_EXCEEDED,2,0.83,0,0
72283.45,UPI,LIMIT_EXCEEDED,2,0.43,1,1
46752.21,NET_BANKING,INSUFFICIENT_FUNDS,0,0.37,0,0
56527.04,UPI,INSUFFICIENT_FUNDS,3,0.45,0,0
3943.43,WALLET,BANK_ERROR,1,0.36,0,1
4605.02,WALLET,INSUFFICIENT_FUNDS,3,0.64,0,0
25761.64,NET_BANKING,INVALID_DETAILS,3,0.84,0,0
80870.44,UPI,TIMEOUT,0,0.61,0,1
97847.89,CARD,UNKNOWN,2,0.5,0,0
64970.61,UPI,BANK_ERROR,2,0.42,1,1
95457.81,UPI,LIMIT_EXCEEDED,2,0.51,0,0
18439.31,UPI,BANK_ERROR,1,0.59,0,1
13489.72,WALLET,INSUFFICIENT_FUNDS,3,0.71,0,1
97082.12,CARD,NETWORK_ERROR,2,0.86,0,1
38535.36,CARD,INSUFFICIENT_FUNDS,0,0.69,0,0
58353.5,UPI,BANK_ERROR,3,0.67,0,0
73384.43,WALLET,NETWORK_ERROR,3,0.68,1,1
46629.09,UPI,INSUFFICIENT_FUNDS,4,0.66,0,1
75045.54,WALLET,UNKNOWN,4,0.96,1,1
29511.8,CARD,INSUFFICIENT_FUNDS,3,0.5,0,0
76527.08,CARD,TIMEOUT,4,0.95,0,0
97974.92,NET_BANKING,LIMIT_EXCEEDED,2,0.65,0,0
50664.88,UPI,BANK_ERROR,4,0.96,0,0
15229.4,UPI,BANK_ERROR,0,0.98,0,1
93910.64,CARD,UNKNOWN,0,0.54,0,1
22171.5,UPI,INSUFFICIENT_FUNDS,0,0.67,0,1
71574.57,WALLET,TIMEOUT,1,0.7,1,0
57387.86,UPI,INSUFFICIENT_FUNDS,2,0.38,0,0
85114.28,WALLET,LIMIT_EXCEEDED,1,0.86,0,1
45946.26,WALLET,INVALID_DETAILS,4,0.33,0,0
30370.06,UPI,UNKNOWN,4,0.59,0,1
2794.24,NET_BANKING,INVALID_DETAILS,1,0.47,0,0
24809.69,WALLET,INSUFFICIENT_FUNDS,0,0.66,0,0
55751.95,NET_BANKING,INVALID_DETAILS,2,0.52,0,0
31250.07,UPI,BANK_ERROR,2,0.85,0,1
76382.59,NET_BANKING,TIMEOUT,3,0.32,0,0
59924.43,NET_BANKING,LIMIT_EXCEEDED,2,0.89,0,0
10001.31,CARD,NETWORK_ERROR,0,0.85,1,0
15644.65,CARD,INVALID_DETAILS,1,0.65,1,0
612.29,WALLET,BANK_ERROR,0,0.66,1,1
69038.3,CARD,TIMEOUT,1,0.84,0,1
31501.52,CARD,NETWORK_ERROR,3,0.31,0,0
99252.79,CARD,LIMIT_EXCEEDED,2,0.37,0,0
63020.01,NET_BANKING,NETWORK_ERROR,4,0.31,0,0
46732.5,CARD,BANK_ERROR,0,0.48,0,1
56374.98,CARD,TIMEOUT,0,0.32,0,0
56995.93,WALLET,INSUFFICIENT_FUNDS,2,0.36,0,0
53468.98,NET_BANKING,INSUFFICIENT_FUNDS,3,0.8,0,1
81582.22,NET_BANKING,NETWORK_ERROR,3,0.79,0,0
97857.71,WALLET,BANK_ERROR,2,0.56,0,1
24041.48,NET_BANKING,TIMEOUT,1,0.96,0,1
23870.41,WALLET,INSUFFICIENT_FUNDS,3,0.98,1,0
75807.8,CARD,UNKNOWN,3,0.75,0,0
51184.1,WALLET,INVALID_DETAILS,3,0.94,0,0
27968.16,UPI,LIMIT_EXCEEDED,3,0.9,0,0
85697.8,NET_BANKING,UNKNOWN,4,0.5,0,0
58029.02,CARD,NETWORK_ERROR,0,0.32,0,1
56779.72,NET_BANKING,BANK_ERROR,1,0.46,0,1
31070.24,WALLET,INVALID_DETAILS,3,0.67,0,0
63901.22,NET_BANKING,LIMIT_EXCEEDED,2,0.41,0,0
97004.71,NET_BANKING,UNKNOWN,2,0.74,0,1
71170.62,WALLET,UNKNOWN,1,0.67,0,0
750.88,WALLET,BANK_ERROR,2,0.45,1,0
86468.01,CARD,INVALID_DETAILS,0,0.66,0,0
2808.31,WALLET,TIMEOUT,2,0.89,0,1
10525.27,UPI,BANK_ERROR,0,0.41,0,0
28257.11,CARD,BANK_ERROR,0,0.38,0,0
95130.65,WALLET,INSUFFICIENT_FUNDS,1,0.64,0,0
50771.02,UPI,INSUFFICIENT_FUNDS,1,0.41,0,0
82893.16,UPI,INSUFFICIENT_FUNDS,0,0.85,0,1
91938.87,WALLET,UNKNOWN,0,0.46,0,0
46930.16,WALLET,INSUFFICIENT_FUNDS,0,0.9,0,1
98775.63,NET_BANKING,INVALID_DETAILS,4,0.96,0,0
58392.52,NET_BANKING,UNKNOWN,3,0.86,0,0
63054.29,UPI,BANK_ERROR,3,0.53,0,0
2752.06,CARD,LIMIT_EXCEEDED,4,0.76,0,1
14191.38,WALLET,LIMIT_EXCEEDED,0,0.79,0,1
42961.82,UPI,UNKNOWN,4,0.62,0,0
59774.33,WALLET,NETWORK_ERROR,3,0.63,0,0
83831.38,UPI,TIMEOUT,3,0.68,0,1
79927.75,UPI,INVALID_DETAILS,4,0.55,0,0
3632.04,CARD,INVALID_DETAILS,2,0.76,0,0
21722.08,WALLET,BANK_ERROR,1,0.96,0,1
99334.76,WALLET,LIMIT_EXCEEDED,2,0.88,0,0
39198.89,WALLET,INVALID_DETAILS,2,0.35,1,0
85045.59,NET_BANKING,INVALID_DETAILS,1,0.36,0,0
89517.59,CARD,TIMEOUT,0,0.3,0,0
97932.9,NET_BANKING,UNKNOWN,1,0.49,0,0
62190.28,CARD,LIMIT_EXCEEDED,1,0.5,0,1
1516.78,UPI,INVALID_DETAILS,3,0.71,0,0
23249.0,CARD,INSUFFICIENT_FUNDS,2,0.92,0,1
80850.5,WALLET,INVALID_DETAILS,2,0.57,0,0
61639.22,NET_BANKING,BANK_ERROR,2,0.67,0,1
12289.91,NET_BANKING,TIMEOUT,3,0.48,0,0
58728.18,WALLET,UNKNOWN,0,0.52,0,1
76609.38,UPI,BANK_ERROR,4,0.82,0,1
10298.82,CARD,LIMIT_EXCEEDED,2,0.82,0,1
26329.93,WALLET,UNKNOWN,0,0.82,1,1
38643.56,CARD,NETWORK_ERROR,2,0.6,0,1
46526.31,CARD,INSUFFICIENT_FUNDS,2,0.34,0,0
82777.55,WALLET,INSUFFICIENT_FUNDS,2,0.56,0,0
99493.34,CARD,TIMEOUT,0,0.45,0,0
53242.59,CARD,TIMEOUT,2,0.86,0,1
46172.37,CARD,TIMEOUT,0,0.41,0,0
39745.51,WALLET,BANK_ERROR,3,0.43,1,0
45145.14,WALLET,NETWORK_ERROR,1,0.31,0,1
94586.74,CARD,NETWORK_ERROR,1,0.79,0,0
36134.39,CARD,BANK_ERROR,4,0.59,1,0
40940.48,UPI,UNKNOWN,2,0.65,1,0
23758.72,UPI,INVALID_DETAILS,2,0.83,0,0
3027.24,CARD,TIMEOUT,1,0.69,0,1
85448.56,WALLET,NETWORK_ERROR,0,0.51,0,1
47632.15,WALLET,TIMEOUT,2,0.53,0,1
70594.14,UPI,BANK_ERROR,4,0.48,0,0
75083.13,CARD,TIMEOUT,1,0.42,0,0
48473.46,UPI,UNKNOWN,0,0.87,0,1
60871.35,WALLET,INSUFFICIENT_FUNDS,3,0.41,0,0
37508.92,NET_BANKING,NETWORK_ERROR,4,0.57,1,0
94029.7,WALLET,LIMIT_EXCEEDED,0,0.44,0,0
74814.3,UPI,INSUFFICIENT_FUNDS,2,0.43,0,0
6524.73,UPI,UNKNOWN,0,0.61,0,0
8498.31,CARD,TIMEOUT,0,0.9,0,1
20229.31,CARD,TIMEOUT,3,0.42,0,0
11756.68,WALLET,BANK_ERROR,4,0.49,0,1
55743.1,CARD,LIMIT_EXCEEDED,0,0.8,0,1
35304.51,NET_BANKING,INSUFFICIENT_FUNDS,4,0.45,1,0
16221.37,WALLET,BANK_ERROR,4,0.89,0,1
39067.86,NET_BANKING,INVALID_DETAILS,0,0.5,1,1
83129.29,WALLET,TIMEOUT,3,0.74,0,1
64629.87,NET_BANKING,BANK_ERROR,4,0.63,1,0
2827.79,UPI,LIMIT_EXCEEDED,4,0.6,0,0
36657.1,WALLET,UNKNOWN,0,0.42,1,0
10776.63,CARD,LIMIT_EXCEEDED,0,0.41,0,0
94477.4,CARD,LIMIT_EXCEEDED,0,0.49,1,1
22904.47,CARD,NETWORK_ERROR,1,0.47,0,1
36073.33,UPI,BANK_ERROR,2,0.92,0,0
11795.45,CARD,NETWORK_ERROR,2,0.52,0,0
50677.22,NET_BANKING,INVALID_DETAILS,1,0.72,0,1
85055.29,WALLET,BANK_ERROR,4,0.59,0,1
56650.9,CARD,INSUFFICIENT_FUNDS,1,0.87,0,1
88030.53,UPI,TIMEOUT,2,0.81,0,0
60313.78,CARD,INSUFFICIENT_FUNDS,0,0.4,0,1
46248.68,NET_BANKING,NETWORK_ERROR,1,0.34,0,0
86762.94,UPI,LIMIT_EXCEEDED,1,0.91,0,0
58802.71,CARD,TIMEOUT,3,0.35,0,0
72393.44,CARD,TIMEOUT,2,0.62,0,0
91822.05,NET_BANKING,TIMEOUT,0,0.91,0,0
42859.48,WALLET,UNKNOWN,1,0.32,1,0
87996.27,NET_BANKING,NETWORK_ERROR,1,0.48,0,1
35706.37,CARD,UNKNOWN,2,0.54,0,1
77303.36,UPI,LIMIT_EXCEEDED,0,0.5,0,0
91773.88,WALLET,INVALID_DETAILS,1,0.48,1,0
74254.28,CARD,BANK_ERROR,0,0.64,0,1
79890.55,NET_BANKING,INVALID_DETAILS,4,0.84,1,0
1238.65,WALLET,TIMEOUT,0,0.59,0,1
21292.48,CARD,UNKNOWN,1,0.7,1,1
87324.4,UPI,BANK_ERROR,2,0.62,1,0
27856.24,NET_BANKING,INVALID_DETAILS,4,0.83,0,0
83039.46,CARD,UNKNOWN,2,0.78,0,0
2289.95,NET_BANKING,TIMEOUT,3,0.39,1,0
92435.79,NET_BANKING,INVALID_DETAILS,2,0.35,1,0
17675.04,NET_BANKING,INSUFFICIENT_FUNDS,0,0.66,0,0
63745.14,CARD,UNKNOWN,2,0.6,1,0
25569.23,CARD,INVALID_DETAILS,0,0.36,0,1
27715.93,NET_BANKING,LIMIT_EXCEEDED,4,0.42,0,0
65684.86,WALLET,BANK_ERROR,3,0.33,0,0
83188.89,NET_BANKING,UNKNOWN,0,0.95,0,1
47982.8,NET_BANKING,INVALID_DETAILS,0,0.31,0,1
76145.69,CARD,BANK_ERROR,2,0.82,1,1
30138.92,WALLET,INSUFFICIENT_FUNDS,0,0.95,0,1
5154.3,UPI,LIMIT_EXCEEDED,1,0.61,0,1
11534.28,WALLET,UNKNOWN,0,0.62,0,1
22229.67,NET_BANKING,INSUFFICIENT_FUNDS,0,0.69,0,1
42654.1,WALLET,UNKNOWN,3,0.75,0,1
86800.99,CARD,UNKNOWN,3,0.38,1,0
96517.26,NET_BANKING,BANK_ERROR,1,0.79,0,0
29126.69,CARD,TIMEOUT,1,0.62,0,1
42312.21,UPI,TIMEOUT,1,0.84,1,0
4977.79,NET_BANKING,TIMEOUT,0,0.62,0,1
2467.4,UPI,UNKNOWN,3,0.72,1,0
18683.84,CARD,NETWORK_ERROR,4,0.45,0,0
76973.95,CARD,BANK_ERROR,2,0.53,0,0
39177.76,NET_BANKING,TIMEOUT,4,0.82,0,0
77384.73,NET_BANKING,INVALID_DETAILS,1,0.56,0,0
28446.96,WALLET,BANK_ERROR,1,0.65,0,1
95749.2,NET_BANKING,BANK_ERROR,4,0.89,0,0
17850.92,WALLET,INVALID_DETAILS,2,0.46,1,0
3733.89,CARD,TIMEOUT,4,0.35,0,0
64930.57,WALLET,INVALID_DETAILS,0,0.5,0,0
26561.44,CARD,TIMEOUT,0,0.57,0,0
84402.51,NET_BANKING,TIMEOUT,2,0.91,0,0
75624.33,WALLET,LIMIT_EXCEEDED,0,0.55,0,1
37590.32,UPI,INSUFFICIENT_FUNDS,1,0.61,0,1
77818.56,NET_BANKING,NETWORK_ERROR,0,0.77,1,1
24000.7,WALLET,UNKNOWN,3,0.32,0,0
27067.4,WALLET,LIMIT_EXCEEDED,4,0.47,0,0
66754.25,UPI,UNKNOWN,3,0.62,0,1
73622.11,WALLET,TIMEOUT,3,0.92,0,0
77224.19,WALLET,LIMIT_EXCEEDED,4,0.59,0,0
59980.57,UPI,TIMEOUT,3,0.81,1,0
81414.04,WALLET,TIMEOUT,0,0.8,0,1
84891.97,NET_BANKING,LIMIT_EXCEEDED,1,0.39,0,1
64967.21,WALLET,UNKNOWN,0,0.67,0,1
41009.93,CARD,BANK_ERROR,0,0.82,0,1
96234.65,UPI,TIMEOUT,1,0.94,1,0
51142.53,UPI,INVALID_DETAILS,4,0.86,0,0
42158.62,NET_BANKING,UNKNOWN,1,0.83,0,1
91484.8,UPI,LIMIT_EXCEEDED,3,0.86,0,1
58937.57,CARD,INSUFFICIENT_FUNDS,1,0.79,1,0
23824.54,UPI,INVALID_DETAILS,1,0.95,0,0
69386.73,UPI,NETWORK_ERROR,2,0.83,1,0
99391.45,CARD,INSUFFICIENT_FUNDS,4,0.53,1,1
26217.12,CARD,NETWORK_ERROR,1,0.68,1,1
78741.79,UPI,INVALID_DETAILS,1,0.83,0,0
41721.39,UPI,TIMEOUT,3,0.95,0,0
34702.11,UPI,INSUFFICIENT_FUNDS,3,0.74,0,0
72409.95,CARD,UNKNOWN,4,0.36,0,0
5114.94,WALLET,INSUFFICIENT_FUNDS,4,0.96,0,1
88043.63,CARD,INSUFFICIENT_FUNDS,4,0.73,0,0
96113.51,UPI,TIMEOUT,1,0.57,1,0
55251.64,NET_BANKING,UNKNOWN,2,0.87,0,1
85140.57,WALLET,BANK_ERROR,4,0.65,1,0
18793.15,WALLET,INVALID_DETAILS,2,0.36,0,0
59437.46,UPI,INVALID_DETAILS,4,0.9,0,1
47488.66,WALLET,BANK_ERROR,0,0.68,1,1
62677.59,WALLET,INSUFFICIENT_FUNDS,1,0.98,0,0
26823.98,NET_BANKING,BANK_ERROR,2,0.85,0,1
25681.64,WALLET,INSUFFICIENT_FUNDS,0,0.42,0,0
14689.12,CARD,INVALID_DETAILS,2,0.45,1,0
92640.34,CARD,TIMEOUT,2,0.47,0,1
45409.24,UPI,BANK_ERROR,4,0.56,0,0
29717.58,WALLET,NETWORK_ERROR,1,0.87,0,1
69990.92,WALLET,NETWORK_ERROR,4,0.81,1,0
77999.0,NET_BANKING,INVALID_DETAILS,0,0.96,0,1
87779.52,CARD,INSUFFICIENT_FUNDS,2,0.89,1,0
52018.19,NET_BANKING,INVALID_DETAILS,3,0.58,0,0
4324.82,WALLET,UNKNOWN,3,0.71,1,0
58738.06,CARD,NETWORK_ERROR,4,0.51,0,0
66824.42,CARD,BANK_ERROR,0,0.95,0,1
16995.66,WALLET,LIMIT_EXCEEDED,4,0.39,0,0
45643.64,WALLET,BANK_ERROR,1,0.91,0,1
89023.91,CARD,LIMIT_EXCEEDED,4,0.84,1,0
55508.18,WALLET,UNKNOWN,3,0.68,0,0
19135.46,WALLET,INSUFFICIENT_FUNDS,2,0.38,0,1
94778.95,NET_BANKING,LIMIT_EXCEEDED,1,0.37,0,0
97616.8,UPI,BANK_ERROR,1,0.57,0,1
30100.34,WALLET,TIMEOUT,1,0.87,0,1
65380.29,CARD,UNKNOWN,0,0.89,1,1
2159.93,WALLET,NETWORK_ERROR,1,0.91,1,1
61483.31,WALLET,INVALID_DETAILS,2,0.87,0,0
66879.37,CARD,NETWORK_ERROR,0,0.52,0,1
34014.94,CARD,INSUFFICIENT_FUNDS,4,0.93,0,0
10679.34,NET_BANKING,LIMIT_EXCEEDED,4,0.57,1,0
54747.3,UPI,INVALID_DETAILS,2,0.57,0,1
66058.73,CARD,INVALID_DETAILS,0,0.61,0,0
43346.04,NET_BANKING,TIMEOUT,1,0.82,0,1
25166.93,NET_BANKING,TIMEOUT,2,0.38,0,0
65836.52,WALLET,INVALID_DETAILS,4,0.51,0,0
49274.1,CARD,INVALID_DETAILS,1,0.35,0,0
75878.15,CARD,INSUFFICIENT_FUNDS,1,0.77,1,0
72362.23,CARD,LIMIT_EXCEEDED,3,0.43,0,0
18792.92,NET_BANKING,UNKNOWN,2,0.49,0,0
78083.21,WALLET,TIMEOUT,0,0.6,1,1
22936.52,UPI,INSUFFICIENT_FUNDS,3,0.58,0,0
78749.55,UPI,INVALID_DETAILS,4,0.88,0,0
